Source_Module,ONTOLOGY,ID,Description,GeneRatio,BgRatio,RichFactor,FoldEnrichment,zScore,pvalue,p.adjust,qvalue,geneID,Count
turquoise,BP,GO:0035592,establishment of protein localization to extracellular region,82/2868,371/18888,0.221024259,1.45561583,3.750077593,0.000226091,0.002064452,0.001402355,RAF1/SMAD2/STX4/TMED2/ACHE/PLCB1/ISL1/JAK2/PTPN11/TARDBP/SRI/ARF6/APBB1/PRKN/ARFIP1/INHBB/ERP29/TIAM1/RAP1GDS1/TGFB1/ANKRD1/CDK16/PFKM/RAB3A/ENSA/HADH/RAB13/RAB3D/PARK7/RAB3C/SNCG/PCK2/RAB11B/RAB8B/PDIA4/NDUFAF2/PRKAR1A/UBE2Q1/CD2AP/NR0B2/RBM4/GOLPH3L/C2CD2L/CAVIN1/GOLPH3/DNAJC1/CYB5R4/OSBP/RAB11FIP3/EFNA5/GNA11/ACSL4/VGF/ARFGAP3/IFNG/RFX3/PFKFB2/VEGFC/GPLD1/CD33/PRKCE/PPP3CA/SEL1L/PRKACA/VIP/PCSK5/BMP6/PPIA/PPID/NR1D1/PRKCB/CARTPT/BAD/TNF/GHRL/SYT7/C1QTNF3/PLEK/NR1H4/NR1H2/SYTL4/BRSK2,82
turquoise,BP,GO:0070570,regulation of neuron projection regeneration,14/2868,34/18888,0.411764706,2.711789318,4.226956972,0.000229303,0.002090707,0.00142019,FLNA/TNR/STK24/SPP1/BRAF/RTN4RL1/RTCA/INPP5F/MAP2K1/CERS2/PTPRF/GRN/SCARF1/EPHA4,14
turquoise,BP,GO:0070585,protein localization to mitochondrion,35/2868,127/18888,0.275590551,1.814977103,3.899052507,0.000235537,0.00214346,0.001456025,BAG4/PRKN/ABLIM3/ISG15/RALA/AKT1/LMAN1/SH3GLB1/FIS1/RAC2/TIMM8A/ATP5IF1/FZD5/TOMM20/UBL5/HAX1/RNF31/TIMM10B/TIMM10/BCAP31/MAVS/HSP90AA1/HSPD1/TOMM34/DNAJA1/NPEPPS/HTRA2/PRKAA1/GSK3A/AIP/UBE2L3/BID/GRPEL1/DNAJC15/TIMM50,35
turquoise,BP,GO:0060675,ureteric bud morphogenesis,22/2868,67/18888,0.328358209,2.162492974,4.033166941,0.00023639,0.00214346,0.001456025,ILK/SMAD4/PKD2/TACSTD2/BMP2/BMP4/LGR4/PAX8/VEGFA/MAGED1/CTNNBIP1/HS2ST1/SOX8/FGF2/SIX4/BCL2/DLG1/GDNF/NOG/HS3ST3B1/HS3ST3A1/TMEM59L,22
turquoise,BP,GO:0070301,cellular response to hydrogen peroxide,22/2868,67/18888,0.328358209,2.162492974,4.033166941,0.00023639,0.00214346,0.001456025,STAT6/ERN1/TNFAIP3/SRC/PDGFD/MAP1LC3A/RHOB/HDAC2/PARK7/NFE2L2/HDAC6/AQP1/MAP3K5/RELA/IL18BP/MAPK7/PRKAA1/AXL/FYN/SPHK1/RPS3/PPIF,22
turquoise,BP,GO:0061082,myeloid leukocyte cytokine production,18/2868,50/18888,0.36,2.370878661,4.106827202,0.000236472,0.00214346,0.001456025,PLCG2/SYK/TGFB1/TLR3/PYCARD/DDX1/CUEDC2/MAVS/LITAF/MYD88/ACP5/AXL/PANX1/MAPKAPK2/MIF/CD74/BCL10/RIPK2,18
turquoise,BP,GO:0051781,positive regulation of cell division,28/2868,94/18888,0.29787234,1.961719932,3.954965874,0.000238182,0.002155812,0.001464415,SPAST/CDC25B/CHMP3/PDGFC/OSM/TGFB1/VEGFD/PPBP/PDGFD/GIPC1/VEGFA/SIRT2/KIF3B/WNK1/ITGB1BP1/POLDIP2/FGF2/VEGFC/PRKCE/FGFR2/FGF6/PDGFB/FGF7/PDGFA/KIF23/FGF3/CDC42/RHOA,28
turquoise,BP,GO:0001776,leukocyte homeostasis,31/2868,108/18888,0.287037037,1.890361072,3.926178635,0.000238562,0.002156097,0.001464609,SIT1/PKN1/PPP2R1A/TNFAIP3/SKIL/AKT1/BTK/MERTK/CAMLG/SH2B3/LIPA/JAM3/TNFSF13B/IL2/SLC7A11/LYN/BCL2/FLT3/AXL/MPL/CXCL6/GPAM/CASP3/ANXA1/TNFSF14/MIF/FAS/CHST3/CD74/BCL10/KITLG,31
turquoise,BP,GO:0002221,pattern recognition receptor signaling pathway,61/2868,259/18888,0.235521236,1.551089643,3.778480347,0.000240085,0.002166702,0.001471813,PLCG2/SCIMP/HSPA1A/LYPLAL1/TRIM3/NEK7/TARBP2/NPLOC4/TNFAIP3/DHX58/SRC/NAGLU/AKT1/LGR4/TLR3/IRF3/MAP2K6/UFD1/NMI/S100A14/IRAK4/HSPA1B/USP15/BTK/CPTP/BIRC2/CYLD/OTULIN/SIRT2/PCBP2/PYCARD/MAVS/HSPD1/ARRB2/TRIM25/MYD88/WDFY1/RELA/PRKD1/SMPDL3B/ZDHHC12/CTSS/PRKCE/LYN/NLRP3/RPS6KA3/CSNK1A1/MAPKAPK2/MAPKAPK3/MAPK8/NAGK/PDPK1/NR1D1/CD300LF/TNF/SQSTM1/BCL10/NR1H4/RIPK2/COLEC12/TIRAP,61
turquoise,BP,GO:0031952,regulation of protein autophosphorylation,15/2868,38/18888,0.394736842,2.599647655,4.176382453,0.000241436,0.002175735,0.001477949,MRE11/CHP1/PDGFC/PDGFD/MOB1B/VEGFA/RASSF2/MVP/RAD50/PPP2R5B/VEGFC/PDGFB/PDGFA/EPHA7/PRLR,15
turquoise,BP,GO:2000785,regulation of autophagosome assembly,17/2868,46/18888,0.369565217,2.433873022,4.119703092,0.000243405,0.002190295,0.001487839,ELAPOR1/PIP4K2A/EFNB1/SH3GLB1/RAB5A/PIP4K2B/RALB/UBQLN2/RAB1B/IFT20/LRSAM1/SCFD1/PIP4K2C/PIKFYVE/SNX18/ULK1/SNX4,17
turquoise,BP,GO:0009124,nucleoside monophosphate biosynthetic process,16/2868,42/18888,0.380952381,2.508866308,4.141957332,0.000245583,0.002203496,0.001496806,APRT/SHMT1/RFK/ADSS1/NUDT2/GMPS/CMPK1/AMPD2/ADK/HPRT1/UCK1/ATIC/DUT/UMPS/IMPDH1/IMPDH2,16
turquoise,BP,GO:0032735,positive regulation of interleukin-12 production,16/2868,42/18888,0.380952381,2.508866308,4.141957332,0.000245583,0.002203496,0.001496806,PLCG2/SCIMP/SYK/PLCB1/ISL1/IL17A/TLR3/IRF5/HSPD1/IFNG/RELA/CCL19/MAPK14/IL23R/RIPK2/TIRAP,16
turquoise,BP,GO:0048041,focal adhesion assembly,26/2868,85/18888,0.305882353,2.014472065,3.966210776,0.000245952,0.00220362,0.00149689,SMAD3/PTK2B/ROCK2/S100A10/SRC/ACVRL1/VEGFA/DMTN/PPM1F/DAPK3/ARHGAP6/LDB1/CTTN/EFNA5/RAC1/ITGB1BP1/TSC1/POLDIP2/TESK2/EPB41L5/FERMT2/BCL2/THBS1/PTEN/ACTN1/RHOA,26
turquoise,BP,GO:0046883,regulation of hormone secretion,60/2868,254/18888,0.236220472,1.55569466,3.772592035,0.000247064,0.002210385,0.001501486,STX4/PLCB1/ISL1/JAK2/PTPN11/SMAD4/TARDBP/SRI/PRKN/SPP1/INHBB/TIAM1/OSM/GHRH/CDK16/PFKM/ENSA/HADH/PAX8/INHBA/PCK2/RAB8B/NDUFAF2/PRKAR1A/DAB2/NR0B2/C2CD2L/OSBP/RAB11FIP3/POMC/INHA/EFNA5/GNA11/ACSL4/IFNG/PASK/PRKD1/RFX3/PFKFB2/GPLD1/PRKCE/PPP3CA/PRKACA/BMP6/SNX4/ANXA1/NR1D1/PRKCB/CARTPT/BAD/GRP/TNF/C1QTNF1/GHRL/VAMP8/SYT7/C1QTNF3/NR1H4/SYTL4/BRSK2,60
turquoise,BP,GO:0006766,vitamin metabolic process,32/2868,113/18888,0.283185841,1.864997963,3.902151634,0.000250357,0.002236619,0.001519306,PDXK/TPK1/SHMT1/CBR1/GSTO1/PRMT3/RFK/MTHFS/AASDHPPT/MMAB/PNPO/MTHFD2/RBP2/MMACHC/CLYBL/MTHFD2L/BCO1/ABCD4/LIPA/TKTL1/IFNG/DHFR2/UGT1A3/MMAA/CYP2R1/MTR/PDXP/AKR1A1/TNF/LGMN/AKR1B1/NFKB1,32
turquoise,BP,GO:0170039,proteinogenic amino acid metabolic process,39/2868,147/18888,0.265306122,1.747246179,3.848272326,0.000254883,0.002273778,0.001544548,PLOD3/QDPR/SHMT1/MPST/SHMT2/ADSS1/SEPHS1/MTHFS/AASDHPPT/ARG2/NIT2/GMPS/GCLM/GOT2/ASRGL1/MECP2/GLUL/DDAH1/GFPT1/AMT/NDP/NOS3/GFPT2/DLST/CTPS1/MTHFD2L/GLS/DHFR2/ATCAY/SDS/SEPHS2/SLC7A11/MTR/NAT8L/GPT/PLOD2/NR1H4/PHGDH/HGD,39
turquoise,BP,GO:0051893,regulation of focal adhesion assembly,21/2868,63/18888,0.333333333,2.19525802,4.020723945,0.000257042,0.002286458,0.001553161,SMAD3/ROCK2/S100A10/SRC/ACVRL1/VEGFA/DMTN/PPM1F/DAPK3/ARHGAP6/LDB1/EFNA5/RAC1/ITGB1BP1/TSC1/POLDIP2/EPB41L5/FERMT2/THBS1/PTEN/RHOA,21
turquoise,BP,GO:0090109,regulation of cell-substrate junction assembly,21/2868,63/18888,0.333333333,2.19525802,4.020723945,0.000257042,0.002286458,0.001553161,SMAD3/ROCK2/S100A10/SRC/ACVRL1/VEGFA/DMTN/PPM1F/DAPK3/ARHGAP6/LDB1/EFNA5/RAC1/ITGB1BP1/TSC1/POLDIP2/EPB41L5/FERMT2/THBS1/PTEN/RHOA,21
turquoise,BP,GO:0072331,signal transduction by p53 class mediator,45/2868,177/18888,0.254237288,1.674349337,3.813843574,0.000257691,0.002288942,0.001554848,FOXM1/FOXO3/SMYD2/PDK2/RPS6KA6/IFI16/PRKN/CRADD/ANKRD1/HEXIM1/AKT1/MAP2K6/WWOX/MLF1/CDKN1A/USP15/BATF/HNRNPK/RPL5/EEF1E1/RPS20/DYRK3/USP10/BAG6/KDM1A/YJU2/PYCARD/KAT5/RPL26/TMEM109/CASP6/UBB/JMY/ZNF385A/EP300/BCL2/SHISA5/PIDD1/NUAK1/MIF/EIF5A/HINT1/CD74/RRM2B/FHIT,45
turquoise,BP,GO:0071383,cellular response to steroid hormone stimulus,52/2868,213/18888,0.244131455,1.607794606,3.774471458,0.000266946,0.002367759,0.001608387,PGRMC2/HSPA1A/UBE3A/RBFOX2/FOXO3/ISL1/JAK2/RPS6KB1/MSTN/PKN1/NR3C2/PPARA/USP8/CNOT1/SRC/PGR/UGT1A1/HSPA1B/EIF4E/PARK7/PCK2/UBA5/RWDD1/DAB2/YWHAH/ZFP36/KDM1A/KLF9/TADA3/DDRGK1/METTL21C/PAGR1/HDAC6/KDM4C/FOXA1/AQP1/DNAJA1/ATP5F1A/NCOA4/MAPK1/RXRG/EP300/STRN3/FLT3/GSK3A/UFM1/UBE2L3/ANXA1/NR1D1/PDE3A/CNOT9/RHOA,52
turquoise,BP,GO:0046849,bone remodeling,27/2868,90/18888,0.3,1.975732218,3.925869734,0.000268562,0.002378696,0.001615817,SYK/PTK2B/UBASH3B/SPP1/PTH1R/TNFAIP3/EFNA2/SRC/LGR4/RAC2/RAB3D/IAPP/RASSF2/MITF/RAB7A/INPP5D/PRKCA/CALCA/LTBP3/ACP5/CSK/EPHA2/NOTCH2/CARTPT/BGLAP/SYT7/TNFRSF11B,27
turquoise,BP,GO:0006007,glucose catabolic process,12/2868,27/18888,0.444444444,2.927010693,4.239586073,0.000272798,0.002409327,0.001636624,ENO2/ENO1/PGAM2/PFKM/PFKP/TKTL1/PFKFB2/PGAM1/PKM/TPI1/PGK1/BAD,12
turquoise,BP,GO:0032740,positive regulation of interleukin-17 production,12/2868,27/18888,0.444444444,2.927010693,4.239586073,0.000272798,0.002409327,0.001636624,JAK2/OSM/TGFB1/BTK/IL15/MYD88/IL2/PRKCQ/SPHK1/IL23R/TYK2/NR1H4,12
turquoise,BP,GO:0007411,axon guidance,56/2868,234/18888,0.239316239,1.576082681,3.751859522,0.00027494,0.002421349,0.001644791,TNR/ISL1/SMAD4/OPHN1/APBB2/EFNB1/FLRT2/SEMA5A/WNT3A/BDNF/EFNA4/EFNA2/GAP43/RAC3/VEGFA/PLXNA4/SEMA6D/CDH4/SIAH1/NDP/EPHA6/UNC5B/CRPPA/HDAC6/B4GAT1/EFNA5/NELL2/RAC1/GBX2/GLI2/SCN1B/CYFIP2/APP/MATN2/NTN4/MYCBP2/GFRA3/SEMA3D/ECE1/FYN/PRKCQ/NOTCH2/ROBO3/ROBO1/GDNF/NOG/NFASC/EPHA4/EPHA7/PGRMC1/SEMA6A/DAG1/UNC5D/DSCAM/ENAH/VASP,56
turquoise,BP,GO:0097485,neuron projection guidance,56/2868,234/18888,0.239316239,1.576082681,3.751859522,0.00027494,0.002421349,0.001644791,TNR/ISL1/SMAD4/OPHN1/APBB2/EFNB1/FLRT2/SEMA5A/WNT3A/BDNF/EFNA4/EFNA2/GAP43/RAC3/VEGFA/PLXNA4/SEMA6D/CDH4/SIAH1/NDP/EPHA6/UNC5B/CRPPA/HDAC6/B4GAT1/EFNA5/NELL2/RAC1/GBX2/GLI2/SCN1B/CYFIP2/APP/MATN2/NTN4/MYCBP2/GFRA3/SEMA3D/ECE1/FYN/PRKCQ/NOTCH2/ROBO3/ROBO1/GDNF/NOG/NFASC/EPHA4/EPHA7/PGRMC1/SEMA6A/DAG1/UNC5D/DSCAM/ENAH/VASP,56
turquoise,BP,GO:0038066,p38MAPK cascade,20/2868,59/18888,0.338983051,2.232465783,4.011687142,0.000277446,0.00243731,0.001655633,BMP2/BMP4/MAP2K6/MAP1LC3A/VEGFA/MAP3K3/CYLD/ZFP36/SPI1/PRMT1/STK39/MAP3K5/MINK1/DLG1/MAPKAPK2/SPHK1/MAPK14/MAP2K3/CAV3/EZR,20
turquoise,BP,GO:0002761,regulation of myeloid leukocyte differentiation,35/2868,128/18888,0.2734375,1.800797594,3.846370678,0.000277539,0.00243731,0.001655633,UBASH3B/TESC/IL17A/TGFB1/TLR3/INHBA/IAPP/HAX1/HCLS1/CTNNBIP1/RASSF2/MITF/CEBPB/INPP5D/INHA/PRKCA/PF4/TFE3/IFNG/HOXA7/CUL4A/PPP3CA/LYN/FBN1/IL20/NME2/IL23R/NOTCH2/CARTPT/BGLAP/TNF/QKI/TNFRSF11B/CD74/KITLG,35
turquoise,BP,GO:0045621,positive regulation of lymphocyte differentiation,36/2868,133/18888,0.270676692,1.782615535,3.832265225,0.00028397,0.002490262,0.001691603,PNP/BRD4/CBFB/SYK/VSIR/FOXO3/BRD2/GAS6/BTK/CR1/IL15/CYLD/XBP1/SPI1/INPP5D/KAT5/IL2RG/PRKCZ/SMARCC2/GLI2/IFNG/IL2/AMBRA1/TOX/LILRB2/NLRP3/AXL/CCL19/ANXA1/CD83/IL23R/BAD/CD86/CD74/RIPK2/RHOA,36
turquoise,BP,GO:0030324,lung development,48/2868,193/18888,0.248704663,1.637912719,3.768920607,0.000285395,0.002499224,0.00169769,ELK1/SMAD2/PLOD3/HHIP/THRA/LOXL3/PPP3R1/BMP2/BMP4/PGR/RAB3A/JMJD6/MECP2/VEGFA/NKIRAS1/NKIRAS2/BAG6/NOS3/HOXA5/THRB/EIF4G1/LIPA/TNC/FOXA1/MAPK3/MAP2K1/PPP1CA/GLI2/FGF2/MAPK1/LTBP3/ESRP2/AIMP2/EP300/SLC7A11/ITGB6/SELENON/FGFR2/SFTPD/FGF7/PDGFA/KRAS/NOG/TNF/DAG1/CTSH/TMEM38B/CDC42,48
turquoise,BP,GO:0032210,regulation of telomere maintenance via telomerase,19/2868,55/18888,0.345454545,2.275085584,4.006828323,0.000296813,0.002595547,0.001763121,TERF1/HNRNPA1/CCT5/CCT8/NEK7/PNKP/CCT7/SRC/TCP1/MAPK3/TERF2/CCT6A/STN1/CCT2/MAPK1/CCT3/XRN1/PRKCQ/TNKS,19
turquoise,BP,GO:0072171,mesonephric tubule morphogenesis,22/2868,68/18888,0.323529412,2.130691607,3.952106353,0.000299908,0.002618916,0.001778995,ILK/SMAD4/PKD2/TACSTD2/BMP2/BMP4/LGR4/PAX8/VEGFA/MAGED1/CTNNBIP1/HS2ST1/SOX8/FGF2/SIX4/BCL2/DLG1/GDNF/NOG/HS3ST3B1/HS3ST3A1/TMEM59L,22
turquoise,BP,GO:0002431,Fc receptor mediated stimulatory signaling pathway,13/2868,31/18888,0.419354839,2.761776218,4.153699721,0.000308235,0.00268407,0.001823254,SYK/SRC/HCK/YES1/PRKCE/CSK/LYN/FGR/FYN/VAV1/CD226/CD47/VAV3,13
turquoise,BP,GO:0070198,"protein localization to chromosome, telomeric region",13/2868,31/18888,0.419354839,2.761776218,4.153699721,0.000308235,0.00268407,0.001823254,TERF1/CCT5/CCT8/CCT7/TCP1/WRAP53/TERF2/CCT6A/NABP2/CCT2/CCT3/TERF2IP/TNKS,13
turquoise,BP,GO:0048013,ephrin receptor signaling pathway,18/2868,51/18888,0.352941176,2.324390844,4.007146281,0.000314084,0.002727337,0.001852645,PTPN11/EFNB1/NCK2/TIAM1/EFNA4/EFNA2/SRC/EPHA6/EFNA5/YES1/CRK/LYN/EPHA1/FYN/EPHA2/RASA1/EPHA4/EPHA7,18
turquoise,BP,GO:0051496,positive regulation of stress fiber assembly,18/2868,51/18888,0.352941176,2.324390844,4.007146281,0.000314084,0.002727337,0.001852645,SMAD3/EVL/BAG4/SORBS3/ROCK2/S100A10/BRAF/PFN2/RHOC/PPM1F/FHOD1/RAC1/ITGB1BP1/FERMT2/EPHA1/CD47/CDC42/RHOA,18
turquoise,BP,GO:0033865,nucleoside bisphosphate metabolic process,34/2868,124/18888,0.274193548,1.805776758,3.808927222,0.000318323,0.00275258,0.001869792,MLYCD/PMVK/PDK2/PANK3/CROT/SULT1A3/PAPSS1/ACOT8/ACSF2/BPNT1/PPCS/OXSM/PDHX/MVD/ACAT1/GCDH/DLAT/SULT1A1/PDHB/HSD17B4/DLST/PDHA2/ACOT1/ACSL4/ACOT9/MMUT/SUCLA2/HTD2/GPAM/PDK1/TPST1/SNCA/PPT1/MCEE,34
turquoise,BP,GO:0033875,ribonucleoside bisphosphate metabolic process,34/2868,124/18888,0.274193548,1.805776758,3.808927222,0.000318323,0.00275258,0.001869792,MLYCD/PMVK/PDK2/PANK3/CROT/SULT1A3/PAPSS1/ACOT8/ACSF2/BPNT1/PPCS/OXSM/PDHX/MVD/ACAT1/GCDH/DLAT/SULT1A1/PDHB/HSD17B4/DLST/PDHA2/ACOT1/ACSL4/ACOT9/MMUT/SUCLA2/HTD2/GPAM/PDK1/TPST1/SNCA/PPT1/MCEE,34
turquoise,BP,GO:0034032,purine nucleoside bisphosphate metabolic process,34/2868,124/18888,0.274193548,1.805776758,3.808927222,0.000318323,0.00275258,0.001869792,MLYCD/PMVK/PDK2/PANK3/CROT/SULT1A3/PAPSS1/ACOT8/ACSF2/BPNT1/PPCS/OXSM/PDHX/MVD/ACAT1/GCDH/DLAT/SULT1A1/PDHB/HSD17B4/DLST/PDHA2/ACOT1/ACSL4/ACOT9/MMUT/SUCLA2/HTD2/GPAM/PDK1/TPST1/SNCA/PPT1/MCEE,34
turquoise,BP,GO:1903729,regulation of plasma membrane organization,9/2868,17/18888,0.529411765,3.486586266,4.339806259,0.000321909,0.002779715,0.001888224,DNM2/S100A10/SH3GLB1/RAB3A/CASP7/WASL/AHNAK/MYH9/SYTL4,9
turquoise,BP,GO:0000209,protein polyubiquitination,62/2868,267/18888,0.232209738,1.529280868,3.685361833,0.000322453,0.002780543,0.001888787,CBFB/MUL1/UBE3A/NT5C2/STUB1/SMURF1/UBE2V1/DTX3L/ANAPC7/CBL/TRIM3/PRKN/RNF41/UBE2D4/SPOP/CUL4B/TNFAIP3/UBE2E1/NMI/UBE2S/GABARAP/TRAF1/CUL1/UBE2V2/UBE2E3/THOP1/BIRC2/WWP2/UBE2Q2/UBE2Q1/UBE2H/TRIM21/RNF31/RNF25/TRIM55/LRSAM1/SHARPIN/TPP2/HDAC6/CDC26/CEP63/TRIM25/UBE2O/KBTBD6/MKRN2/TRIM26/KLHL42/RFPL4A/AMBRA1/UBOX5/NPEPPS/RNF4/MKRN1/MYCBP2/BCL2/PLAA/CDC27/PPIA/UBE2L3/UBE2N/RIPK2/TNKS,62
turquoise,BP,GO:0032612,interleukin-1 production,35/2868,129/18888,0.271317829,1.786837923,3.794155311,0.000326096,0.00280415,0.001904822,STAT3/SMAD3/TMEM106A/HSPB1/ISL1/JAK2/NLRP10/IFI16/GSTP1/IL17A/TNFAIP3/IL1R2/AZU1/GAS6/ARG2/HDAC2/FZD5/CPTP/PYCARD/ARRB2/IFNG/MYD88/RELA/CD33/APP/ACP5/NLRP3/PANX1/SPHK1/CCL19/ANXA1/TNF/GHRL/NR1H4/RIPK2,35
turquoise,BP,GO:0032652,regulation of interleukin-1 production,35/2868,129/18888,0.271317829,1.786837923,3.794155311,0.000326096,0.00280415,0.001904822,STAT3/SMAD3/TMEM106A/HSPB1/ISL1/JAK2/NLRP10/IFI16/GSTP1/IL17A/TNFAIP3/IL1R2/AZU1/GAS6/ARG2/HDAC2/FZD5/CPTP/PYCARD/ARRB2/IFNG/MYD88/RELA/CD33/APP/ACP5/NLRP3/PANX1/SPHK1/CCL19/ANXA1/TNF/GHRL/NR1H4/RIPK2,35
turquoise,BP,GO:1903747,regulation of establishment of protein localization to mitochondrion,17/2868,47/18888,0.361702128,2.382088489,4.013956041,0.000327877,0.002814625,0.001911938,BAG4/PRKN/ABLIM3/LMAN1/SH3GLB1/RAC2/ATP5IF1/FZD5/UBL5/HAX1/RNF31/DNAJA1/NPEPPS/HTRA2/PRKAA1/GSK3A/UBE2L3,17
turquoise,BP,GO:0019674,NAD metabolic process,21/2868,64/18888,0.328125,2.160957113,3.936316534,0.000328449,0.002814625,0.001911938,ENO2/ENO1/MDH2/NUDT12/PC/PGAM2/NMRK1/PFKM/PCK2/NADK2/ACMSD/VCP/PFKP/NADSYN1/MDH1/LDHB/PGAM1/PKM/TPI1/KYNU/PGK1,21
turquoise,BP,GO:0009156,ribonucleoside monophosphate biosynthetic process,14/2868,35/18888,0.4,2.634309623,4.094660832,0.00032913,0.002814625,0.001911938,APRT/RFK/ADSS1/NUDT2/GMPS/CMPK1/AMPD2/ADK/HPRT1/UCK1/ATIC/UMPS/IMPDH1/IMPDH2,14
turquoise,BP,GO:0032212,positive regulation of telomere maintenance via telomerase,14/2868,35/18888,0.4,2.634309623,4.094660832,0.00032913,0.002814625,0.001911938,HNRNPA1/CCT5/CCT8/NEK7/PNKP/CCT7/TCP1/MAPK3/CCT6A/CCT2/MAPK1/CCT3/PRKCQ/TNKS,14
turquoise,BP,GO:0045619,regulation of lymphocyte differentiation,52/2868,215/18888,0.241860465,1.592838377,3.699033792,0.000339952,0.002900534,0.001970295,PNP/BRD4/CBFB/SYK/CLEC4G/VSIR/FOXO3/RNF41/BRD2/GAS6/LOXL3/BMP4/BRAF/BTK/BATF/CR1/IL15/INHBA/KAT2A/CYLD/XBP1/SPI1/METTL3/INPP5D/KAT5/INHA/IL2RG/PRKCZ/SOD1/ASCL2/SMARCC2/GLI2/IFNG/IL2/AMBRA1/TOX/LILRB2/NLRP3/AXL/CD28/PTPN6/IFNL1/CCL19/ANXA1/CD83/IL23R/LAG3/BAD/CD86/CD74/RIPK2/RHOA,52
turquoise,BP,GO:0007259,receptor signaling pathway via JAK-STAT,44/2868,174/18888,0.252873563,1.665368153,3.730724071,0.000340111,0.002900534,0.001970295,STAT3/STAT1/STAT6/PTK2B/ISL1/JAK2/EGF/PPP2R1A/PKD2/HGS/OSM/CRLF1/NMI/ARL2BP/HDAC2/STAMBP/IL15/HCLS1/WDR48/SH2B3/INPP5F/CRLF3/OSBP/ERBB4/IFNG/IL2/CAMK2A/EP300/LYN/CENPJ/FLT3/OCIAD1/FGFR3/FYN/IL20/FER/IFNL1/IL23R/TYK2/TNF/IFNA8/IFNW1/PRLR/IL22RA2,44
turquoise,BP,GO:0046887,positive regulation of hormone secretion,38/2868,144/18888,0.263888889,1.737912599,3.76092646,0.000340923,0.002902127,0.001971377,STX4/PLCB1/ISL1/JAK2/PTPN11/SMAD4/TARDBP/SRI/SPP1/INHBB/GHRH/PFKM/INHBA/PCK2/RAB8B/PRKAR1A/DAB2/NR0B2/C2CD2L/OSBP/INHA/GNA11/ACSL4/PRKD1/PFKFB2/GPLD1/PRKCE/PRKACA/BMP6/SNX4/PRKCB/BAD/GRP/C1QTNF1/GHRL/VAMP8/C1QTNF3/NR1H4,38
turquoise,BP,GO:0046635,positive regulation of alpha-beta T cell activation,23/2868,73/18888,0.315068493,2.074969909,3.893547111,0.000341234,0.002902127,0.001971377,PNP/BRD4/CBFB/SYK/EBI3/JAK2/BRD2/HSPH1/IL2RG/PRKCZ/IFNG/NLRP3/CD28/PRKCQ/CCL19/ANXA1/CD83/IL23R/TYK2/CD86/CD3E/RIPK2/RHOA,23
turquoise,BP,GO:0002699,positive regulation of immune effector process,60/2868,257/18888,0.233463035,1.5375348,3.67108865,0.000343545,0.002917781,0.00198201,BRD4/PLCG2/STAT6/SCIMP/KLRC4/RAET1L/STX4/SYK/PMS2/IL17A/DHX58/LTA/TGFB1/BRD2/TLR3/RPS19/BTK/CR1/FZD5/XBP1/SPI1/PYCARD/DDX1/IRF5/MAVS/PRKCZ/HSPD1/ULBP3/IFNG/MYD88/IL2/STXBP1/FCER2/C17orf99/HLA-B/NLRP3/PANX1/CD28/FGR/MAPKAPK2/SNX4/FER/GPI/PTPN6/SH2D1A/CCL19/ANXA1/IL23R/KIR2DL4/LAG3/VAV1/MIF/CD226/TNF/CD86/VAMP8/STX7/CD74/BCL10/RIPK2,60
turquoise,BP,GO:0140053,mitochondrial gene expression,42/2868,164/18888,0.256097561,1.686600674,3.736514231,0.000344077,0.002918301,0.001982364,MTRF1L/MRPL55/PUS1/FOXO3/SARS2/DARS2/SHMT2/HARS1/MRPL1/TFB2M/TFB1M/GARS1/PNPT1/MRPL10/WARS2/MRPL12/LRPPRC/MRPS28/MRPL58/MRPL54/MRPS11/MRPL41/MRPS27/MRPS25/AARS2/SLC25A33/MRPL46/DAP3/EARS2/PRKAA1/SUPV3L1/MTG1/TSFM/TARS2/HSD17B10/MRPL34/MTIF3/MRPL32/MRPL21/TACO1/GADD45GIP1/TFAM,42
turquoise,BP,GO:0090331,negative regulation of platelet aggregation,7/2868,11/18888,0.636363636,4.190947128,4.479084655,0.000346286,0.00292105,0.001984231,UBASH3B/PRKG1/SERPINE2/SH2B3/TMX1/ALOX12/C1QTNF1,7
turquoise,BP,GO:1904869,regulation of protein localization to Cajal body,7/2868,11/18888,0.636363636,4.190947128,4.479084655,0.000346286,0.00292105,0.001984231,CCT5/CCT8/CCT7/TCP1/CCT6A/CCT2/CCT3,7
turquoise,BP,GO:1904871,positive regulation of protein localization to Cajal body,7/2868,11/18888,0.636363636,4.190947128,4.479084655,0.000346286,0.00292105,0.001984231,CCT5/CCT8/CCT7/TCP1/CCT6A/CCT2/CCT3,7
turquoise,BP,GO:2000343,positive regulation of chemokine (C-X-C motif) ligand 2 production,7/2868,11/18888,0.636363636,4.190947128,4.479084655,0.000346286,0.00292105,0.001984231,TGFB1/MBP/POSTN/MIF/TNF/CD74/TIRAP,7
